list,expression,order,item,firstDisplay,secondDisplay,English,Hindi,tense,half,cond,grammaticalRole,gender,target,location,competitor,target_hindi,target_translations,competitor_hindi,competitor_translations,CompID,expTrials,recordingName
6,pronoun,35,12,12_2.jpg,12_2_m.jpg,The policewoman below the fisherman is standing on number 6.,मछुआरे के नीचे वाली पुलिसवाली नंबर 6 पर खड़ी है ।,forstanding,1,2,subject,mismatch,6,below,3,pulisvaalii,policewoman,machhuara,fisherman,7,Y,Y_List6_Order35_Item_12_Cond2_Exp_pronoun_Tense_forstanding
7,noun,35,12,12_2.jpg,12_2_m.jpg,The policewoman below the fisherman is on number 6.,मछुआरे के नीचे वाली पुलिसवाली नंबर 6 पर है ।,simple,1,1,subject,mismatch,6,below,3,pulisvaalii,policewoman,machhuara,fisherman,7,Y,Y_List7_Order35_Item_12_Cond1_Exp_noun_Tense_simple
8,noun,35,12,12_2.jpg,12_2_m.jpg,The policewoman below the fisherman is standing on number 6.,मछुआरे के नीचे वाली पुलिसवाली नंबर 6 पर खड़ी है ।,forstanding,1,2,subject,mismatch,6,below,3,pulisvaalii,policewoman,machhuara,fisherman,7,Y,Y_List8_Order35_Item_12_Cond2_Exp_noun_Tense_forstanding
1,pronoun,36,x25,x25.jpg,x25_m.jpg,the book is on number 4,किताब नंबर 4 पर है ।,,1,9,9,9,4,,,,book,,,,N,N_List1_Order36_Item_x25_Cond9_Exp_pronoun_Tense_
2,pronoun,36,x25,x25.jpg,x25_m.jpg,the book is on number 4,किताब नंबर 4 पर है ।,,1,9,9,9,4,,,,book,,,,N,N_List2_Order36_Item_x25_Cond9_Exp_pronoun_Tense_
3,noun,36,x25,x25.jpg,x25_m.jpg,the book is on number 4,किताब नंबर 4 पर है ।,,1,9,9,9,4,,,,book,,,,N,N_List3_Order36_Item_x25_Cond9_Exp_noun_Tense_
4,noun,36,x25,x25.jpg,x25_m.jpg,the book is on number 4,किताब नंबर 4 पर है ।,,1,9,9,9,4,,,,book,,,,N,N_List4_Order36_Item_x25_Cond9_Exp_noun_Tense_
5,pronoun,36,x63,x63.jpg,x63_m.jpg,the train engine is on number 4,रेलगाड़ी का इंजन नंबर 4 पर है ।,9,1,9,9,,,,,train engine,,,,,N,N_List5_Order36_Item_x63_Cond9_Exp_pronoun_Tense_9
6,pronoun,36,x63,x63.jpg,x63_m.jpg,the train engine is on number 4,रेलगाड़ी का इंजन नंबर 4 पर है ।,9,1,9,9,,,,,train engine,,,,,N,N_List6_Order36_Item_x63_Cond9_Exp_pronoun_Tense_9
7,noun,36,x63,x63.jpg,x63_m.jpg,the train engine is on number 4,रेलगाड़ी का इंजन नंबर 4 पर है ।,,1,9,9,9,4,,,,train engine,,,,N,N_List7_Order36_Item_x63_Cond9_Exp_noun_Tense_
8,noun,36,x63,x63.jpg,x63_m.jpg,the train engine is on number 4,रेलगाड़ी का इंजन नंबर 4 पर है ।,,1,9,9,9,4,,,,train engine,,,,N,N_List8_Order36_Item_x63_Cond9_Exp_noun_Tense_
1,pronoun,37,31,31_2.jpg,31_2_m.jpg,The policeman next to the fisherwoman is on number 5.,मछुआरिन के साथ वाला पुलिसवाला नंबर 5 पर है ।,simple,1,1,subject,mismatch,5,next to,6,pulisvaalaa,policeman,machhuaarin,fisherwoman,8,Y,Y_List1_Order37_Item_31_Cond1_Exp_pronoun_Tense_simple
2,pronoun,37,31,31_2.jpg,31_2_m.jpg,The policeman next to the fisherwoman is standing on number 5.,मछुआरिन के साथ वाला पुलिसवाला नंबर 5 पर खड़ा है ।,forstanding,1,2,subject,mismatch,5,next to,6,pulisvaalaa,policeman,machhuaarin,fisherwoman,8,Y,Y_List2_Order37_Item_31_Cond2_Exp_pronoun_Tense_forstanding
3,noun,37,31,31_2.jpg,31_2_m.jpg,The policeman next to the fisherwoman is on number 5.,मछुआरिन के साथ वाला पुलिसवाला नंबर 5 पर है ।,simple,1,1,subject,mismatch,5,next to,6,pulisvaalaa,policeman,machhuaarin,fisherwoman,8,Y,Y_List3_Order37_Item_31_Cond1_Exp_noun_Tense_simple
4,noun,37,31,31_2.jpg,31_2_m.jpg,The policeman next to the fisherwoman is standing on number 5.,मछुआरिन के साथ वाला पुलिसवाला नंबर 5 पर खड़ा है ।,forstanding,1,2,subject,mismatch,5,next to,6,pulisvaalaa,policeman,machhuaarin,fisherwoman,8,Y,Y_List4_Order37_Item_31_Cond2_Exp_noun_Tense_forstanding
5,pronoun,37,40,40_2.jpg,40_2_m.jpg,The gardener next to the washerwoman is sitting on number 5.,धोबिन के साथ वाला माली नंबर 5 पर बैठा है ।,forstanding,1,2,subject,mismatch,5,next to,6,maalii,gardener,dhobin,washerwoman,37,Y,Y_List5_Order37_Item_40_Cond2_Exp_pronoun_Tense_forstanding
6,pronoun,37,40,40_2.jpg,40_2_m.jpg,The gardener next to the washerwoman is on number 5.,धोबिन के साथ वाला माली नंबर 5 पर है ।,simple,1,1,subject,mismatch,5,next to,6,maalii,gardener,dhobin,washerwoman,37,Y,Y_List6_Order37_Item_40_Cond1_Exp_pronoun_Tense_simple
7,noun,37,40,40_2.jpg,40_2_m.jpg,The gardener next to the washerwoman is sitting on number 5.,धोबिन के साथ वाला माली नंबर 5 पर बैठा है ।,forstanding,1,2,subject,mismatch,5,next to,6,maalii,gardener,dhobin,washerwoman,37,Y,Y_List7_Order37_Item_40_Cond2_Exp_noun_Tense_forstanding
8,noun,37,40,40_2.jpg,40_2_m.jpg,The gardener next to the washerwoman is on number 5.,धोबिन के साथ वाला माली नंबर 5 पर है ।,simple,1,1,subject,mismatch,5,next to,6,maalii,gardener,dhobin,washerwoman,37,Y,Y_List8_Order37_Item_40_Cond1_Exp_noun_Tense_simple
1,pronoun,38,x22,x22.jpg,x22_m.jpg,the mobile phone is standing on number 3,मोबाइल फ़ोन नंबर 3 पर पड़ा है ।,forstanding,1,9,9,9,3,,,,mobile,,,,N,N_List1_Order38_Item_x22_Cond9_Exp_pronoun_Tense_forstanding
2,pronoun,38,x22,x22.jpg,x22_m.jpg,the mobile phone is standing on number 3,मोबाइल फ़ोन नंबर 3 पर पड़ा है ।,forstanding,1,9,9,9,3,,,,mobile,,,,N,N_List2_Order38_Item_x22_Cond9_Exp_pronoun_Tense_forstanding
3,noun,38,x22,x22.jpg,x22_m.jpg,the mobile phone is standing on number 3,मोबाइल फ़ोन नंबर 3 पर पड़ा है ।,forstanding,1,9,9,9,3,,,,mobile,,,,N,N_List3_Order38_Item_x22_Cond9_Exp_noun_Tense_forstanding
4,noun,38,x22,x22.jpg,x22_m.jpg,the mobile phone is standing on number 3,मोबाइल फ़ोन नंबर 3 पर पड़ा है ।,forstanding,1,9,9,9,3,,,,mobile,,,,N,N_List4_Order38_Item_x22_Cond9_Exp_noun_Tense_forstanding
5,pronoun,38,x29,x29.jpg,x29_m.jpg,"on number 3, (there) is a sack",नंबर 3 पर बोरी है ।,9,1,9,9,,,,,sack,,,,,N,N_List5_Order38_Item_x29_Cond9_Exp_pronoun_Tense_9
6,pronoun,38,x29,x29.jpg,x29_m.jpg,"on number 3, (there) is a sack",नंबर 3 पर बोरी है ।,9,1,9,9,,,,,sack,,,,,N,N_List6_Order38_Item_x29_Cond9_Exp_pronoun_Tense_9
7,noun,38,x29,x29.jpg,x29_m.jpg,"on number 3, (there) is a sack",नंबर 3 पर बोरी है ।,,1,9,9,9,3,,,,sack,,,,N,N_List7_Order38_Item_x29_Cond9_Exp_noun_Tense_
8,noun,38,x29,x29.jpg,x29_m.jpg,"on number 3, (there) is a sack",नंबर 3 पर बोरी है ।,,1,9,9,9,3,,,,sack,,,,N,N_List8_Order38_Item_x29_Cond9_Exp_noun_Tense_
1,pronoun,39,x05,x05.jpg,x05_m.jpg,"on number 5, below the scooter, a f-writer is (there)",नंबर 5 पर स्कूटर के नीचे एक लेखिका है ।,,1,,,,2,,,,f-writer,,,,N,N_List1_Order39_Item_x05_Cond_Exp_pronoun_Tense_
2,pronoun,39,x05,x05.jpg,x05_m.jpg,"on number 5, below the scooter, a f-writer is (there)",नंबर 5 पर स्कूटर के नीचे एक लेखिका है ।,,1,,,,2,,,,f-writer,,,,N,N_List2_Order39_Item_x05_Cond_Exp_pronoun_Tense_
3,noun,39,x05,x05.jpg,x05_m.jpg,"on number 5, below the scooter, a f-writer is (there)",नंबर 5 पर स्कूटर के नीचे एक लेखिका है ।,,1,,,,2,,,,f-writer,,,,N,N_List3_Order39_Item_x05_Cond_Exp_noun_Tense_
4,noun,39,x05,x05.jpg,x05_m.jpg,"on number 5, below the scooter, a f-writer is (there)",नंबर 5 पर स्कूटर के नीचे एक लेखिका है ।,,1,,,,2,,,,f-writer,,,,N,N_List4_Order39_Item_x05_Cond_Exp_noun_Tense_
5,pronoun,39,x45,x45.jpg,x45_m.jpg,"the priest is on number 5, below the chocolate","मौलवी नंबर 5 पर है, चॉकलेट के नीचे ।",9,1,9,9,,,2,,chocolate,,,,,N,N_List5_Order39_Item_x45_Cond9_Exp_pronoun_Tense_9
6,pronoun,39,x45,x45.jpg,x45_m.jpg,"the priest is on number 5, below the chocolate","मौलवी नंबर 5 पर है, चॉकलेट के नीचे ।",9,1,9,9,,,2,,chocolate,,,,,N,N_List6_Order39_Item_x45_Cond9_Exp_pronoun_Tense_9
7,noun,39,x45,x45.jpg,x45_m.jpg,"the priest is on number 5, below the chocolate","मौलवी नंबर 5 पर है, चॉकलेट के नीचे ।",,1,9,9,9,5,,2,,chocolate,,,,N,N_List7_Order39_Item_x45_Cond9_Exp_noun_Tense_
8,noun,39,x45,x45.jpg,x45_m.jpg,"the priest is on number 5, below the chocolate","मौलवी नंबर 5 पर है, चॉकलेट के नीचे ।",,1,9,9,9,5,,2,,chocolate,,,,N,N_List8_Order39_Item_x45_Cond9_Exp_noun_Tense_
1,pronoun,40,15,15_2.jpg,15_2_m.jpg,The potter next to the PRIEST is sitting on number 3.,पंडित के साथ वाली कुम्हारिन नंबर 3 पर बैठी है ।,forstanding,1,2,subject,mismatch,3,next to,2,kumhaarin,potter,pandit,PRIEST,17,Y,Y_List1_Order40_Item_15_Cond2_Exp_pronoun_Tense_forstanding
2,pronoun,40,15,15_2.jpg,15_2_m.jpg,The potter next to the PRIEST is on number 3.,पंडित के साथ वाली कुम्हारिन नंबर 3 पर है ।,simple,1,1,subject,mismatch,3,next to,2,kumhaarin,potter,pandit,PRIEST,17,Y,Y_List2_Order40_Item_15_Cond1_Exp_pronoun_Tense_simple
3,noun,40,15,15_2.jpg,15_2_m.jpg,The potter next to the PRIEST is sitting on number 3.,पंडित के साथ वाली कुम्हारिन नंबर 3 पर बैठी है ।,forstanding,1,2,subject,mismatch,3,next to,2,kumhaarin,potter,pandit,PRIEST,17,Y,Y_List3_Order40_Item_15_Cond2_Exp_noun_Tense_forstanding
4,noun,40,15,15_2.jpg,15_2_m.jpg,The potter next to the PRIEST is on number 3.,पंडित के साथ वाली कुम्हारिन नंबर 3 पर है ।,simple,1,1,subject,mismatch,3,next to,2,kumhaarin,potter,pandit,PRIEST,17,Y,Y_List4_Order40_Item_15_Cond1_Exp_noun_Tense_simple
5,pronoun,40,14,14_2.jpg,14_2_m.jpg,The f-student below the magician is on number 4.,जादूगर के नीचे वाली छात्रा नंबर 4 पर है ।,simple,1,1,subject,mismatch,4,below,1,chhaatraa,f-student,jaadugar,magician,16,Y,Y_List5_Order40_Item_14_Cond1_Exp_pronoun_Tense_simple
6,pronoun,40,14,14_2.jpg,14_2_m.jpg,The f-student below the magician is standing on number 4.,जादूगर के नीचे वाली छात्रा नंबर 4 पर खड़ी है ।,forstanding,1,2,subject,mismatch,4,below,1,chhaatraa,f-student,jaadugar,magician,16,Y,Y_List6_Order40_Item_14_Cond2_Exp_pronoun_Tense_forstanding
7,noun,40,14,14_2.jpg,14_2_m.jpg,The f-student below the magician is on number 4.,जादूगर के नीचे वाली छात्रा नंबर 4 पर है ।,simple,1,1,subject,mismatch,4,below,1,chhaatraa,f-student,jaadugar,magician,16,Y,Y_List7_Order40_Item_14_Cond1_Exp_noun_Tense_simple
8,noun,40,14,14_2.jpg,14_2_m.jpg,The f-student below the magician is standing on number 4.,जादूगर के नीचे वाली छात्रा नंबर 4 पर खड़ी है ।,forstanding,1,2,subject,mismatch,4,below,1,chhaatraa,f-student,jaadugar,magician,16,Y,Y_List8_Order40_Item_14_Cond2_Exp_noun_Tense_forstanding
1,pronoun,41,x56,x56.jpg,x56_m.jpg,"grandfather is below the thermos, and he is also on number 6","नाना जी थरमस के नीचे हैं, और वे नंबर 6 पर भी हैं ।",,1,9,9,9,6,,3,,grandpa,,,,N,N_List1_Order41_Item_x56_Cond9_Exp_pronoun_Tense_
2,pronoun,41,x56,x56.jpg,x56_m.jpg,"grandfather is below the thermos, and he is also on number 6","नाना जी थरमस के नीचे हैं, और वे नंबर 6 पर भी हैं ।",,1,9,9,9,6,,3,,grandpa,,,,N,N_List2_Order41_Item_x56_Cond9_Exp_pronoun_Tense_
3,noun,41,x56,x56.jpg,x56_m.jpg,"grandfather is below the thermos, and he is also on number 6","नाना जी थरमस के नीचे हैं, और वे नंबर 6 पर भी हैं ।",,1,9,9,9,6,,3,,grandpa,,,,N,N_List3_Order41_Item_x56_Cond9_Exp_noun_Tense_
4,noun,41,x56,x56.jpg,x56_m.jpg,"grandfather is below the thermos, and he is also on number 6","नाना जी थरमस के नीचे हैं, और वे नंबर 6 पर भी हैं ।",,1,9,9,9,6,,3,,grandpa,,,,N,N_List4_Order41_Item_x56_Cond9_Exp_noun_Tense_
5,pronoun,41,x41,x41.jpg,x41_m.jpg,"above the helper, (there) is a lamp, and it is on number 1","चपरासी के ऊपर एक लालटेन है, और वह नंबर 1 पर है ।",9,1,9,9,,,4,,lantern,,,,,N,N_List5_Order41_Item_x41_Cond9_Exp_pronoun_Tense_9
6,pronoun,41,x41,x41.jpg,x41_m.jpg,"above the helper, (there) is a lamp, and it is on number 1","चपरासी के ऊपर एक लालटेन है, और वह नंबर 1 पर है ।",9,1,9,9,,,4,,lantern,,,,,N,N_List6_Order41_Item_x41_Cond9_Exp_pronoun_Tense_9
7,noun,41,x41,x41.jpg,x41_m.jpg,"above the helper, (there) is a lamp, and it is on number 1","चपरासी के ऊपर एक लालटेन है, और वह नंबर 1 पर है ।",,1,9,9,9,1,,4,,lantern,,,,N,N_List7_Order41_Item_x41_Cond9_Exp_noun_Tense_
8,noun,41,x41,x41.jpg,x41_m.jpg,"above the helper, (there) is a lamp, and it is on number 1","चपरासी के ऊपर एक लालटेन है, और वह नंबर 1 पर है ।",,1,9,9,9,1,,4,,lantern,,,,N,N_List8_Order41_Item_x41_Cond9_Exp_noun_Tense_
1,pronoun,42,x06,x06.jpg,x06_m.jpg,the lion and the mouse are under the picture,शेर और चूहा तस्वीर के नीचे बैठे हैं ।,forstanding,1,,,,6,,2,,lion,,,,N,N_List1_Order42_Item_x06_Cond_Exp_pronoun_Tense_forstanding
2,pronoun,42,x06,x06.jpg,x06_m.jpg,the lion and the mouse are under the picture,शेर और चूहा तस्वीर के नीचे बैठे हैं ।,forstanding,1,,,,6,,2,,lion,,,,N,N_List2_Order42_Item_x06_Cond_Exp_pronoun_Tense_forstanding
3,noun,42,x06,x06.jpg,x06_m.jpg,the lion and the mouse are under the picture,शेर और चूहा तस्वीर के नीचे बैठे हैं ।,forstanding,1,,,,6,,2,,lion,,,,N,N_List3_Order42_Item_x06_Cond_Exp_noun_Tense_forstanding
4,noun,42,x06,x06.jpg,x06_m.jpg,the lion and the mouse are under the picture,शेर और चूहा तस्वीर के नीचे बैठे हैं ।,forstanding,1,,,,6,,2,,lion,,,,N,N_List4_Order42_Item_x06_Cond_Exp_noun_Tense_forstanding
5,pronoun,42,x69,x69.jpg,x69_m.jpg,"the doctor and the snake are above the lipstick, which is on number 4","लेखिका और साँप लिपस्टिक के ऊपर हैं, जो कि नंबर 4 पर है ।",9,1,9,9,,,1,,lipstick,,,,,N,N_List5_Order42_Item_x69_Cond9_Exp_pronoun_Tense_9
6,pronoun,42,x69,x69.jpg,x69_m.jpg,"the doctor and the snake are above the lipstick, which is on number 4","लेखिका और साँप लिपस्टिक के ऊपर हैं, जो कि नंबर 4 पर है ।",9,1,9,9,,,1,,lipstick,,,,,N,N_List6_Order42_Item_x69_Cond9_Exp_pronoun_Tense_9
7,noun,42,x69,x69.jpg,x69_m.jpg,"the doctor and the snake are above the lipstick, which is on number 4","लेखिका और साँप लिपस्टिक के ऊपर हैं, जो कि नंबर 4 पर है ।",,1,9,9,9,4,,1,,lipstick,,,,N,N_List7_Order42_Item_x69_Cond9_Exp_noun_Tense_
8,noun,42,x69,x69.jpg,x69_m.jpg,"the doctor and the snake are above the lipstick, which is on number 4","लेखिका और साँप लिपस्टिक के ऊपर हैं, जो कि नंबर 4 पर है ।",,1,9,9,9,4,,1,,lipstick,,,,N,N_List8_Order42_Item_x69_Cond9_Exp_noun_Tense_
1,pronoun,43,33,33_2.jpg,33_2_m.jpg,The m-student above the fairy is on number 1.,परी के ऊपर वाला छात्र नंबर 1 पर है ।,simple,1,1,subject,mismatch,1,above,4,chhatr,m-student,parii,fairy,5,Y,Y_List1_Order43_Item_33_Cond1_Exp_pronoun_Tense_simple
2,pronoun,43,33,33_2.jpg,33_2_m.jpg,The m-student above the fairy is standing on number 1.,परी के ऊपर वाला छात्र नंबर 1 पर खड़ा है ।,forstanding,1,2,subject,mismatch,1,above,4,chhatr,m-student,parii,fairy,5,Y,Y_List2_Order43_Item_33_Cond2_Exp_pronoun_Tense_forstanding
3,noun,43,33,33_2.jpg,33_2_m.jpg,The m-student above the fairy is on number 1.,परी के ऊपर वाला छात्र नंबर 1 पर है ।,simple,1,1,subject,mismatch,1,above,4,chhatr,m-student,parii,fairy,5,Y,Y_List3_Order43_Item_33_Cond1_Exp_noun_Tense_simple
4,noun,43,33,33_2.jpg,33_2_m.jpg,The m-student above the fairy is standing on number 1.,परी के ऊपर वाला छात्र नंबर 1 पर खड़ा है ।,forstanding,1,2,subject,mismatch,1,above,4,chhatr,m-student,parii,fairy,5,Y,Y_List4_Order43_Item_33_Cond2_Exp_noun_Tense_forstanding
5,pronoun,43,30,30_2.jpg,30_2_m.jpg,The teaman above the f-singer is sitting on number 1.,गायिका के ऊपर वाला चायवाला नंबर 1 पर बैठा है ।,forstanding,1,2,subject,mismatch,1,above,4,chaiwaalaa,teaman,gaayikaa,f-singer,29,Y,Y_List5_Order43_Item_30_Cond2_Exp_pronoun_Tense_forstanding
6,pronoun,43,30,30_2.jpg,30_2_m.jpg,The teaman above the f-singer is on number 1.,गायिका के ऊपर वाला चायवाला नंबर 1 पर है ।,simple,1,1,subject,mismatch,1,above,4,chaiwaalaa,teaman,gaayikaa,f-singer,29,Y,Y_List6_Order43_Item_30_Cond1_Exp_pronoun_Tense_simple
7,noun,43,30,30_2.jpg,30_2_m.jpg,The teaman above the f-singer is sitting on number 1.,गायिका के ऊपर वाला चायवाला नंबर 1 पर बैठा है ।,forstanding,1,2,subject,mismatch,1,above,4,chaiwaalaa,teaman,gaayikaa,f-singer,29,Y,Y_List7_Order43_Item_30_Cond2_Exp_noun_Tense_forstanding
8,noun,43,30,30_2.jpg,30_2_m.jpg,The teaman above the f-singer is on number 1.,गायिका के ऊपर वाला चायवाला नंबर 1 पर है ।,simple,1,1,subject,mismatch,1,above,4,chaiwaalaa,teaman,gaayikaa,f-singer,29,Y,Y_List8_Order43_Item_30_Cond1_Exp_noun_Tense_simple
1,pronoun,44,x20,x20.jpg,x20_m.jpg,"the turtle is standing on number 5, and next to it (there) is a stool","कछुआ नंबर 5 पर खड़ा है, और उसके बगल में स्टूल है ।",forstanding,1,9,9,9,5,,4,,turtle,,,,N,N_List1_Order44_Item_x20_Cond9_Exp_pronoun_Tense_forstanding
2,pronoun,44,x20,x20.jpg,x20_m.jpg,"the turtle is standing on number 5, and next to it (there) is a stool","कछुआ नंबर 5 पर खड़ा है, और उसके बगल में स्टूल है ।",forstanding,1,9,9,9,5,,4,,turtle,,,,N,N_List2_Order44_Item_x20_Cond9_Exp_pronoun_Tense_forstanding
3,noun,44,x20,x20.jpg,x20_m.jpg,"the turtle is standing on number 5, and next to it (there) is a stool","कछुआ नंबर 5 पर खड़ा है, और उसके बगल में स्टूल है ।",forstanding,1,9,9,9,5,,4,,turtle,,,,N,N_List3_Order44_Item_x20_Cond9_Exp_noun_Tense_forstanding
4,noun,44,x20,x20.jpg,x20_m.jpg,"the turtle is standing on number 5, and next to it (there) is a stool","कछुआ नंबर 5 पर खड़ा है, और उसके बगल में स्टूल है ।",forstanding,1,9,9,9,5,,4,,turtle,,,,N,N_List4_Order44_Item_x20_Cond9_Exp_noun_Tense_forstanding
5,pronoun,44,x31,x31.jpg,x31_m.jpg,"the tap is on number 4, below the balloon","नल नंबर 4 पर है, गुब्बारे के नीचे ।",9,1,9,9,,,1,,tap,,,,,N,N_List5_Order44_Item_x31_Cond9_Exp_pronoun_Tense_9
6,pronoun,44,x31,x31.jpg,x31_m.jpg,"the tap is on number 4, below the balloon","नल नंबर 4 पर है, गुब्बारे के नीचे ।",9,1,9,9,,,1,,tap,,,,,N,N_List6_Order44_Item_x31_Cond9_Exp_pronoun_Tense_9
7,noun,44,x31,x31.jpg,x31_m.jpg,"the tap is on number 4, below the balloon","नल नंबर 4 पर है, गुब्बारे के नीचे ।",,1,9,9,9,4,,1,,tap,,,,N,N_List7_Order44_Item_x31_Cond9_Exp_noun_Tense_
8,noun,44,x31,x31.jpg,x31_m.jpg,"the tap is on number 4, below the balloon","नल नंबर 4 पर है, गुब्बारे के नीचे ।",,1,9,9,9,4,,1,,tap,,,,N,N_List8_Order44_Item_x31_Cond9_Exp_noun_Tense_
1,pronoun,45,x28,x28.jpg,x28_m.jpg,the cat is above the banana,बिल्ली केले के ऊपर है ।,,1,9,9,9,3,,6,,cat,,,,N,N_List1_Order45_Item_x28_Cond9_Exp_pronoun_Tense_
2,pronoun,45,x28,x28.jpg,x28_m.jpg,the cat is above the banana,बिल्ली केले के ऊपर है ।,,1,9,9,9,3,,6,,cat,,,,N,N_List2_Order45_Item_x28_Cond9_Exp_pronoun_Tense_
3,noun,45,x28,x28.jpg,x28_m.jpg,the cat is above the banana,बिल्ली केले के ऊपर है ।,,1,9,9,9,3,,6,,cat,,,,N,N_List3_Order45_Item_x28_Cond9_Exp_noun_Tense_
4,noun,45,x28,x28.jpg,x28_m.jpg,the cat is above the banana,बिल्ली केले के ऊपर है ।,,1,9,9,9,3,,6,,cat,,,,N,N_List4_Order45_Item_x28_Cond9_Exp_noun_Tense_
5,pronoun,45,x68,x68.jpg,x68_m.jpg,(there) is an inch tape in the witch-line,चुड़ैल वाली लाइन में एक इंच-टेप है ।,9,1,9,9,,,1,,inch-tape,,,,,N,N_List5_Order45_Item_x68_Cond9_Exp_pronoun_Tense_9
6,pronoun,45,x68,x68.jpg,x68_m.jpg,(there) is an inch tape in the witch-line,चुड़ैल वाली लाइन में एक इंच-टेप है ।,9,1,9,9,,,1,,inch-tape,,,,,N,N_List6_Order45_Item_x68_Cond9_Exp_pronoun_Tense_9
7,noun,45,x68,x68.jpg,x68_m.jpg,(there) is an inch tape in the witch-line,चुड़ैल वाली लाइन में एक इंच-टेप है ।,,1,9,9,9,2,,1,,inch-tape,,,,N,N_List7_Order45_Item_x68_Cond9_Exp_noun_Tense_
8,noun,45,x68,x68.jpg,x68_m.jpg,(there) is an inch tape in the witch-line,चुड़ैल वाली लाइन में एक इंच-टेप है ।,,1,9,9,9,2,,1,,inch-tape,,,,N,N_List8_Order45_Item_x68_Cond9_Exp_noun_Tense_
1,pronoun,46,36,36_2.jpg,36_2_m.jpg,The tailor below the flowerwoman is sitting on number 4.,फूलवाली के नीचे वाला दर्जी नंबर 4 पर बैठा है ।,forstanding,1,2,subject,mismatch,4,below,1,darjii,tailor,fuulvaalii,flowerwoman/florist,9,Y,Y_List1_Order46_Item_36_Cond2_Exp_pronoun_Tense_forstanding
2,pronoun,46,36,36_2.jpg,36_2_m.jpg,The tailor below the flowerwoman is on number 4.,फूलवाली के नीचे वाला दर्जी नंबर 4 पर है ।,simple,1,1,subject,mismatch,4,below,1,darjii,tailor,fuulvaalii,flowerwoman/florist,9,Y,Y_List2_Order46_Item_36_Cond1_Exp_pronoun_Tense_simple
3,noun,46,36,36_2.jpg,36_2_m.jpg,The tailor below the flowerwoman is sitting on number 4.,फूलवाली के नीचे वाला दर्जी नंबर 4 पर बैठा है ।,forstanding,1,2,subject,mismatch,4,below,1,darjii,tailor,fuulvaalii,flowerwoman/florist,9,Y,Y_List3_Order46_Item_36_Cond2_Exp_noun_Tense_forstanding
4,noun,46,36,36_2.jpg,36_2_m.jpg,The tailor below the flowerwoman is on number 4.,फूलवाली के नीचे वाला दर्जी नंबर 4 पर है ।,simple,1,1,subject,mismatch,4,below,1,darjii,tailor,fuulvaalii,flowerwoman/florist,9,Y,Y_List4_Order46_Item_36_Cond1_Exp_noun_Tense_simple
5,pronoun,46,16,16_2.jpg,16_2_m.jpg,The younggirl below the MILKMAN is standing on number 4.,दूधवाले के नीचे वाली बच्ची नंबर 4 पर खड़ी है ।,forstanding,1,2,subject,mismatch,4,below,1,baccii,younggirl,duudhvaalaa,MILKMAN,24,Y,Y_List5_Order46_Item_16_Cond2_Exp_pronoun_Tense_forstanding
6,pronoun,46,16,16_2.jpg,16_2_m.jpg,The younggirl below the MILKMAN is on number 4.,दूधवाले के नीचे वाली बच्ची नंबर 4 पर है ।,simple,1,1,subject,mismatch,4,below,1,baccii,younggirl,duudhvaalaa,MILKMAN,24,Y,Y_List6_Order46_Item_16_Cond1_Exp_pronoun_Tense_simple
7,noun,46,16,16_2.jpg,16_2_m.jpg,The younggirl below the MILKMAN is standing on number 4.,दूधवाले के नीचे वाली बच्ची नंबर 4 पर खड़ी है ।,forstanding,1,2,subject,mismatch,4,below,1,baccii,younggirl,duudhvaalaa,MILKMAN,24,Y,Y_List7_Order46_Item_16_Cond2_Exp_noun_Tense_forstanding
8,noun,46,16,16_2.jpg,16_2_m.jpg,The younggirl below the MILKMAN is on number 4.,दूधवाले के नीचे वाली बच्ची नंबर 4 पर है ।,simple,1,1,subject,mismatch,4,below,1,baccii,younggirl,duudhvaalaa,MILKMAN,24,Y,Y_List8_Order46_Item_16_Cond1_Exp_noun_Tense_simple
1,pronoun,47,x30,x30.jpg,x30_m.jpg,"next to the minister, (there) is a letter on number 2",मंत्री के बगल में एक चिट्ठी पड़ी है नंबर 2 पर ।,,1,9,9,9,2,,3,,letter,,,,N,N_List1_Order47_Item_x30_Cond9_Exp_pronoun_Tense_
2,pronoun,47,x30,x30.jpg,x30_m.jpg,"next to the minister, (there) is a letter on number 2",मंत्री के बगल में एक चिट्ठी पड़ी है नंबर 2 पर ।,,1,9,9,9,2,,3,,letter,,,,N,N_List2_Order47_Item_x30_Cond9_Exp_pronoun_Tense_
3,noun,47,x30,x30.jpg,x30_m.jpg,"next to the minister, (there) is a letter on number 2",मंत्री के बगल में एक चिट्ठी पड़ी है नंबर 2 पर ।,,1,9,9,9,2,,3,,letter,,,,N,N_List3_Order47_Item_x30_Cond9_Exp_noun_Tense_
4,noun,47,x30,x30.jpg,x30_m.jpg,"next to the minister, (there) is a letter on number 2",मंत्री के बगल में एक चिट्ठी पड़ी है नंबर 2 पर ।,,1,9,9,9,2,,3,,letter,,,,N,N_List4_Order47_Item_x30_Cond9_Exp_noun_Tense_
5,pronoun,47,x67,x67.jpg,x67_m.jpg,"the tooth powder is standing on number 6, in the same line which has the hunter in it","दन्त मंजन नंबर 6 पर पड़ा है, उसी लाइन में जिसमें शिकारी है ।",forstanding,1,9,9,,,5,,tooth-powder,,,,,N,N_List5_Order47_Item_x67_Cond9_Exp_pronoun_Tense_forstanding
